agrp,rsex,ethnicgrpr,sexidr,rnssecgp_6,adj_imd_quintile,rwcasual,snnolov,snpres,snold,snsexdrv,snmedia,snearly,attconservative,dage1ch,disabil2,depscr,religimp,relstatr,total_wt
16-24,Female,White,Heterosexual/straight,Semi-routine and routine occupations,4.0,Sometimes wrong,Neither agree or disagree,Agree strongly,Neither agree or disagree,Agree,Agree strongly,Agree strongly,1.158900861189286,19.0,None,No,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,0.30806205165692746
45-54,Male,White,Heterosexual/straight,Managerial and prof occupations,2.0,Depends/Don't know,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree strongly,-0.8969871112115131,25.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,2.9213351454239516
35-44,Male,White,Heterosexual/straight,Semi-routine and routine occupations,2.0,Always wrong,Agree strongly,Agree,Agree strongly,Agree strongly,Agree strongly,Agree strongly,1.3811080673273333,31.0,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.4507987815115293
35-44,Male,White,Heterosexual/straight,Semi-routine and routine occupations,2.0,Depends/Don't know,Agree,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,-1.7308723705598055,,None,No,Not very important,Living with partner,1.4507987815115293
55-64,Female,White,Heterosexual/straight,Semi-routine and routine occupations,[least deprived],Always wrong,Disagree strongly,Disagree,Don't know,Don't know,Agree strongly,Agree strongly,,,Limiting,,Very important,,0.7377706659938568
16-24,Male,White,Heterosexual/straight,Student in full-time education,[least deprived],Mostly wrong,Agree,Agree,Neither agree or disagree,Agree,Agree,Agree,0.06931712608493706,,None,No,Not very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.4464667851936296
25-34,Male,White,Heterosexual/straight,Managerial and prof occupations,[most deprived],Always wrong,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,-0.06362532027114573,,None,No,Fairly important,Living with partner,0.5817707320280768
65-74,Female,White,Heterosexual/straight,Managerial and prof occupations,3.0,Always wrong,Agree,Agree strongly,Agree,Agree,Agree,Agree,0.6686878775622361,21.0,Limiting,No,Fairly important,Living with partner,1.3931198231353896
55-64,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,3.0,Sometimes wrong,Neither agree or disagree,Agree strongly,Agree strongly,Don't know,Agree strongly,Agree strongly,,,Non-limiting,No,Fairly important,Previously lived with partner  as a non-married couple but not now in a steady & ongoing relationship in last year,0.7916543306889705
16-24,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,[least deprived],Sometimes wrong,Agree,Agree strongly,Disagree,Neither agree or disagree,Agree strongly,Agree strongly,0.5173153266978068,,None,No,Fairly important,In a steady & ongoing relationship  but not living with a partner in last year,0.7628923986784024
35-44,Female,White,Heterosexual/straight,Managerial and prof occupations,4.0,Always wrong,Neither agree or disagree,Agree,Neither agree or disagree,Disagree,Disagree,Agree strongly,-0.19030976929567317,25.0,None,No,Not important at all,Living with partner,2.1596649450430543
16-24,Male,White,Heterosexual/straight,Small employers and own account workers,2.0,Sometimes wrong,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Agree,Agree,0.17406819720092462,,None,No,Not important at all,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.5827836763859108
16-24,Male,White,Heterosexual/straight,Managerial and prof occupations,4.0,Not wrong at all,Agree,Agree,Disagree,Agree,Agree,Agree,-0.6458046423467109,,None,Yes,Not important at all,Living with partner,0.7628923986784024
16-24,Female,White,Heterosexual/straight,Managerial and prof occupations,4.0,Rarely wrong,Agree,Agree,Neither agree or disagree,Agree strongly,Agree strongly,Agree strongly,0.7048166069880207,20.0,None,No,Fairly important,Living with partner,0.44016553113844864
25-34,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,4.0,Sometimes wrong,Agree strongly,Agree strongly,Don't know,Don't know,Don't know,Agree,,,None,No,Not important at all,Living with partner,0.8148793064903851
65-74,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,3.0,Always wrong,Agree,Agree,Agree,Agree,Agree strongly,Agree strongly,1.2358215700512996,18.0,None,No,Fairly important,Divorced/Separated and not in a steady & ongoing relationship in last year,0.7574818640001757
25-34,Female,White,Heterosexual/straight,Semi-routine and routine occupations,3.0,Not wrong at all,Disagree,Agree strongly,Agree,Agree,Agree,Agree,0.4905835042226677,24.0,None,No,Fairly important,Living with partner,0.6280733099598069
16-24,Male,White,Heterosexual/straight,Managerial and prof occupations,3.0,Not wrong at all,Agree strongly,Agree,Disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,-1.8666553471350242,,None,No,Fairly important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.560806048129864
16-24,Female,White,Heterosexual/straight,Managerial and prof occupations,4.0,Sometimes wrong,Agree,Agree strongly,Agree strongly,Disagree,Agree,Agree strongly,0.59558014064141,,Limiting,No,Very important,In a steady & ongoing relationship  but not living with a partner in last year,0.40022819935832626
25-34,Male,Not white,Heterosexual/straight,Managerial and prof occupations,4.0,Mostly wrong,Agree,Neither agree or disagree,Agree,Neither agree or disagree,Agree,Agree strongly,0.2960772114868288,,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.5062605571370553
65-74,Male,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,4.0,Depends/Don't know,Disagree,Disagree,Neither agree or disagree,Neither agree or disagree,Agree strongly,Agree,-0.7074311223126339,31.0,None,No,Fairly important,Divorced/Separated and not in a steady & ongoing relationship in last year,0.8843828377702203
25-34,Male,Not white,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Always wrong,Disagree,Agree strongly,Agree,Agree,Agree,Agree,1.1649869147776817,,None,No,Very important,Married/In a civil partnership and living with spouse/partner,1.2262176039263375
35-44,Female,White,Heterosexual/straight,Managerial and prof occupations,[most deprived],Mostly wrong,Agree,Agree strongly,Disagree,Disagree,Agree strongly,Agree strongly,0.5017993739681911,23.0,Limiting,No,Not important at all,Married/In a civil partnership and living with spouse/partner,1.405184427956705
16-24,Female,Not white,Heterosexual/straight,Student in full-time education,4.0,Always wrong,Disagree strongly,Disagree strongly,Don't know,Don't know,Neither agree or disagree,Neither agree or disagree,,,None,,Very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.7523394045244821
45-54,Female,Not white,Heterosexual/straight,Managerial and prof occupations,[most deprived],Always wrong,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree strongly,Agree strongly,Agree strongly,1.2373179951888458,,None,Yes,Very important,Married/In a civil partnership and living with spouse/partner,3.2297172851233125
16-24,Female,Not white,Heterosexual/straight,Managerial and prof occupations,[most deprived],Depends/Don't know,Don't know,Agree strongly,Disagree,Disagree,Agree,Agree,,,None,No,Very important,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",1.2512993522676374
65-74,Male,White,Heterosexual/straight,Small employers and own account workers,[most deprived],Always wrong,Disagree,Disagree,Agree,Agree,Agree,Agree,0.500634849808207,23.0,None,No,Not very important,In a steady & ongoing relationship  but not living with a partner in last year,0.7979264433539133
25-34,Male,Not white,Heterosexual/straight,Student in full-time education,[most deprived],Sometimes wrong,Agree,Agree strongly,Neither agree or disagree,Agree,Agree,Agree strongly,0.5451753303473733,,None,No,Very important,In a steady & ongoing relationship  but not living with a partner in last year,3.26507791745511
25-34,Female,White,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Mostly wrong,Agree strongly,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree strongly,-0.1613915176362813,20.0,Limiting,Yes,Not important at all,In a steady & ongoing relationship  but not living with a partner in last year,0.40688967912733104
25-34,Female,White,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Always wrong,Neither agree or disagree,Disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree strongly,0.12580088217595697,17.0,None,No,Fairly important,Married/In a civil partnership and living with spouse/partner,0.5704646067470865
55-64,Male,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,[most deprived],Always wrong,Disagree strongly,Agree strongly,Neither agree or disagree,Neither agree or disagree,Agree strongly,Agree strongly,1.8082847983138692,21.0,Limiting,Yes,Very important,Married/In a civil partnership and living with spouse/partner,1.6071916509255408
35-44,Male,White,Heterosexual/straight,Small employers and own account workers,3.0,Mostly wrong,Agree,Agree,Agree,Agree,Disagree,Agree,-0.4525156878680554,25.0,None,No,Very important,Divorced/Separated and not in a steady & ongoing relationship in last year,0.8103745082272358
16-24,Male,White,Heterosexual/straight,Student in full-time education,4.0,Rarely wrong,Agree,Neither agree or disagree,Agree,Agree,Neither agree or disagree,Neither agree or disagree,-1.0686004378125622,,None,No,Not important at all,"Never married, or lived with partner and not in a steady & ongoing relationship in last year",0.40696469731941576
16-24,Male,White,Heterosexual/straight,Lower supervisory and technical occupations,2.0,Mostly wrong,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Agree,0.09601595636950166,,None,No,Not important at all,In a steady & ongoing relationship  but not living with a partner in last year,0.5801517461381005
35-44,Female,White,Heterosexual/straight,Managerial and prof occupations,2.0,Depends/Don't know,Neither agree or disagree,Agree strongly,Don't know,Neither agree or disagree,Agree,Agree,,22.0,Limiting,No,Not very important,Married/In a civil partnership and living with spouse/partner,1.1749833085176664
25-34,Female,White,Heterosexual/straight,Intermediate occupations,4.0,Rarely wrong,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,-2.865507538715455,,None,No,Not very important,Married/In a civil partnership and living with spouse/partner,0.5486022020613274
45-54,Female,White,Heterosexual/straight,Managerial and prof occupations,[least deprived],Always wrong,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree strongly,1.1183950764248323,31.0,None,No,Very important,Married/In a civil partnership and living with spouse/partner,2.0334002282506334
16-24,Female,White,Heterosexual/straight,Lower supervisory and technical occupations,[most deprived],Always wrong,Neither agree or disagree,Disagree,Neither agree or disagree,Agree strongly,Disagree,Neither agree or disagree,-0.9268774669929454,16.0,None,No,Not very important,Living with partner,0.28739567982961356
16-24,Female,White,Heterosexual/straight,Intermediate occupations,[most deprived],Mostly wrong,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,0.13334983932429068,,None,No,Fairly important,Living with partner,0.5747913596592271
65-74,Female,White,Heterosexual/straight,No job of 10+ hrs/week in last 10 years,[most deprived],Always wrong,Disagree strongly,Agree,Agree,Agree,Agree strongly,Agree strongly,1.9802701258744677,20.0,Limiting,No,Not very important,Divorced/Separated and not in a steady & ongoing relationship in last year,1.0756267691975419
25-34,Female,White,Heterosexual/straight,Semi-routine and routine occupations,[most deprived],Always wrong,Disagree,Agree,Agree strongly,Agree,Agree,Agree strongly,1.5758638055479424,19.0,None,No,Fairly important,In a steady & ongoing relationship  but not living with a partner in last year,0.3469794810407599
